,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Chinese New Year,Chinese New Year_lower,Chinese New Year_upper,Dragon Boat Festival,Dragon Boat Festival_lower,Dragon Boat Festival_upper,Labor Day,Labor Day_lower,Labor Day_upper,Mid-Autumn Festival,Mid-Autumn Festival_lower,Mid-Autumn Festival_upper,National Day,National Day_lower,National Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,Tomb-Sweeping Day,Tomb-Sweeping Day_lower,Tomb-Sweeping Day_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,school,school_lower,school_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2016-06-16,34871.527328542245,38149.741655883,68379.41040922148,34871.527328542245,34871.527328542245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18582.73218038845,18582.73218038845,18582.73218038845,0.0,0.0,0.0,0.0,0.0,0.0,-2075.403098887927,-2075.403098887927,-2075.403098887927,20658.13527927638,20658.13527927638,20658.13527927638,0.0,0.0,0.0,53454.2595089307
1,2016-06-17,34872.31406015896,45415.56478530127,75044.59277635094,34872.31406015896,34872.31406015896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25112.871433744454,25112.871433744454,25112.871433744454,0.0,0.0,0.0,0.0,0.0,0.0,4392.637284390817,4392.637284390817,4392.637284390817,20720.23414935364,20720.23414935364,20720.23414935364,0.0,0.0,0.0,59985.18549390342
2,2016-06-18,34873.10079177569,42822.6572209277,72453.71729516059,34873.10079177569,34873.10079177569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23173.83806595306,23173.83806595306,23173.83806595306,0.0,0.0,0.0,0.0,0.0,0.0,2314.9178757450522,2314.9178757450522,2314.9178757450522,20858.920190208002,20858.920190208002,20858.920190208002,0.0,0.0,0.0,58046.93885772875
3,2016-06-21,34875.46098662585,39279.99228427546,69922.0850436011,34875.46098662585,34875.46098662585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19967.089680095334,19967.089680095334,19967.089680095334,0.0,0.0,0.0,0.0,0.0,0.0,-1708.5358329287214,-1708.5358329287214,-1708.5358329287214,21675.625513024057,21675.625513024057,21675.625513024057,0.0,0.0,0.0,54842.55066672118
4,2016-06-23,34877.0344498593,38979.12235187473,70446.20497300223,34877.0344498593,34877.0344498593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20022.69034931936,20022.69034931936,20022.69034931936,0.0,0.0,0.0,0.0,0.0,0.0,-2075.403098884399,-2075.403098884399,-2075.403098884399,22098.093448203763,22098.093448203763,22098.093448203763,0.0,0.0,0.0,54899.72479917866
5,2016-06-24,34877.821181476014,46915.55777042588,77484.12952889591,34877.821181476014,34877.821181476014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26452.993810168173,26452.993810168173,26452.993810168173,0.0,0.0,0.0,0.0,0.0,0.0,4392.637284393469,4392.637284393469,4392.637284393469,22060.35652577471,22060.35652577471,22060.35652577471,0.0,0.0,0.0,61330.81499164419
6,2016-06-25,34878.60791309273,44521.68387888392,74007.08660721841,34878.60791309273,34878.60791309273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24075.253851797057,24075.253851797057,24075.253851797057,0.0,0.0,0.0,0.0,0.0,0.0,2314.9178757541326,2314.9178757541326,2314.9178757541326,21760.335976042934,21760.335976042934,21760.335976042934,0.0,0.0,0.0,58953.86176488979
7,2016-06-26,34879.39464470945,36816.3419435846,66133.30567046418,34879.39464470945,34879.39464470945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17134.46156276441,17134.46156276441,17134.46156276441,0.0,0.0,0.0,0.0,0.0,0.0,-4009.873996468186,-4009.873996468186,-4009.873996468186,21144.335559232597,21144.335559232597,21144.335559232597,0.0,0.0,0.0,52013.85620747386
8,2016-06-27,34880.181376326174,43003.29352239489,73018.81847280664,34880.181376326174,34880.181376326174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23178.946836766347,23178.946836766347,23178.946836766347,0.0,0.0,0.0,0.0,0.0,0.0,2995.1142529539366,2995.1142529539366,2995.1142529539366,20183.83258381241,20183.83258381241,20183.83258381241,0.0,0.0,0.0,58059.128213092525
9,2016-06-30,34882.541571176334,33711.8703602721,61843.58149306528,34882.541571176334,34882.541571176334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13352.461225560566,13352.461225560566,13352.461225560566,0.0,0.0,0.0,0.0,0.0,0.0,-2075.4030988964987,-2075.4030988964987,-2075.4030988964987,15427.864324457065,15427.864324457065,15427.864324457065,0.0,0.0,0.0,48235.0027967369
10,2016-07-01,34883.32830279306,37249.56127925988,66692.16672153749,34883.32830279306,34883.32830279306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17834.61950717749,17834.61950717749,17834.61950717749,0.0,0.0,0.0,0.0,0.0,0.0,4392.637284386559,4392.637284386559,4392.637284386559,13441.982222790926,13441.982222790926,13441.982222790926,0.0,0.0,0.0,52717.947809970545
11,2016-07-02,34884.115034409784,34161.597494416164,64121.98067790171,34884.115034409784,34884.115034409784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13746.309608693779,13746.309608693779,13746.309608693779,0.0,0.0,0.0,0.0,0.0,0.0,2314.917875724333,2314.917875724333,2314.917875724333,11431.391732969445,11431.391732969445,11431.391732969445,0.0,0.0,0.0,48630.424643103564
12,2016-07-03,34884.9017660265,24895.831743620813,56017.96079943164,34884.9017660265,34884.9017660265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5510.910309823066,5510.910309823066,5510.910309823066,0.0,0.0,0.0,0.0,0.0,0.0,-4009.8739964674323,-4009.8739964674323,-4009.8739964674323,9520.7843062905,9520.7843062905,9520.7843062905,0.0,0.0,0.0,40395.812075849564
13,2016-07-05,34886.475229259944,24635.277244357345,54654.31164408608,34886.475229259944,34886.475229259944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4760.814365058752,4760.814365058752,4760.814365058752,0.0,0.0,0.0,0.0,0.0,0.0,-1708.5358329116034,-1708.5358329116034,-1708.5358329116034,6469.350197970354,6469.350197970354,6469.350197970354,0.0,0.0,0.0,39647.289594318696
14,2016-07-06,34887.26196087667,22437.191074158392,51145.55938536647,34887.26196087667,34887.26196087667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1454.8388068327497,1454.8388068327497,1454.8388068327497,0.0,0.0,0.0,0.0,0.0,0.0,-4058.650840186481,-4058.650840186481,-4058.650840186481,5513.48964701923,5513.48964701923,5513.48964701923,0.0,0.0,0.0,36342.10076770942
15,2016-07-08,34888.835424110104,29661.732097990312,58772.10280126612,34888.835424110104,34888.835424110104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9349.369364881359,9349.369364881359,9349.369364881359,0.0,0.0,0.0,0.0,0.0,0.0,4392.637284379651,4392.637284379651,4392.637284379651,4956.732080501707,4956.732080501707,4956.732080501707,0.0,0.0,0.0,44238.20478899146
16,2016-07-09,34889.62215572683,27849.76401232055,58330.47190346224,34889.62215572683,34889.62215572683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7637.274696701597,7637.274696701597,7637.274696701597,0.0,0.0,0.0,0.0,0.0,0.0,2314.9178757629684,2314.9178757629684,2314.9178757629684,5322.356820938631,5322.356820938631,5322.356820938631,0.0,0.0,0.0,42526.89685242843
17,2016-07-12,34891.98235057699,26163.580788168998,55905.194938875684,34891.98235057699,34891.98235057699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6316.81431846749,6316.81431846749,6316.81431846749,0.0,0.0,0.0,0.0,0.0,0.0,-1708.5358329148128,-1708.5358329148128,-1708.5358329148128,8025.350151382304,8025.350151382304,8025.350151382304,0.0,0.0,0.0,41208.79666904448
18,2016-07-13,34892.769082193714,25327.39281675756,54906.77566202242,34892.769082193714,34892.769082193714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4995.866685482664,4995.866685482664,4995.866685482664,0.0,0.0,0.0,0.0,0.0,0.0,-4058.650840174557,-4058.650840174557,-4058.650840174557,9054.517525657224,9054.517525657224,9054.517525657224,0.0,0.0,0.0,39888.63576767638
19,2016-07-14,34893.55581381043,26907.038248971825,57760.739116104494,34893.55581381043,34893.55581381043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7857.610358739119,7857.610358739119,7857.610358739119,0.0,0.0,0.0,0.0,0.0,0.0,-2075.403098918947,-2075.403098918947,-2075.403098918947,9933.013457658066,9933.013457658066,9933.013457658066,0.0,0.0,0.0,42751.16617254955
20,2016-07-15,34894.34254542716,34581.479135616486,64517.58244519672,34894.34254542716,34894.34254542716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14945.593171621633,14945.593171621633,14945.593171621633,0.0,0.0,0.0,0.0,0.0,0.0,4392.637284391434,4392.637284391434,4392.637284391434,10552.955887230202,10552.955887230202,10552.955887230202,0.0,0.0,0.0,49839.93571704879
21,2016-07-16,34895.129277043874,33397.41152267766,63493.081746649346,34895.129277043874,34895.129277043874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13151.571635316779,13151.571635316779,13151.571635316779,0.0,0.0,0.0,0.0,0.0,0.0,2314.917875735306,2314.917875735306,2314.917875735306,10836.653759581472,10836.653759581472,10836.653759581472,0.0,0.0,0.0,48046.700912360655
22,2016-07-19,34897.48947189404,27560.58566585119,57338.39002365109,34897.48947189404,34897.48947189404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7772.82822205692,7772.82822205692,7772.82822205692,0.0,0.0,0.0,0.0,0.0,0.0,-1708.5358329139926,-1708.5358329139926,-1708.5358329139926,9481.364054970914,9481.364054970914,9481.364054970914,0.0,0.0,0.0,42670.31769395096
23,2016-07-20,34898.27620351076,23185.173823652232,54427.523746626015,34898.27620351076,34898.27620351076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4374.315555537057,4374.315555537057,4374.315555537057,0.0,0.0,0.0,0.0,0.0,0.0,-4058.6508401830597,-4058.6508401830597,-4058.6508401830597,8432.966395720117,8432.966395720117,8432.966395720117,0.0,0.0,0.0,39272.59175904781
24,2016-07-23,34900.63639836092,27078.501127259766,57197.0663507235,34900.63639836092,34900.63639836092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7224.1475822375,7224.1475822375,7224.1475822375,0.0,0.0,0.0,0.0,0.0,0.0,2314.9178757422487,2314.9178757422487,2314.9178757422487,4909.22970649525,4909.22970649525,4909.22970649525,0.0,0.0,0.0,42124.78398059842
25,2016-07-26,34902.996593211086,21902.928971992755,52165.52067335913,34902.996593211086,34902.996593211086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488.1094292449047,1488.1094292449047,1488.1094292449047,0.0,0.0,0.0,0.0,0.0,0.0,-1708.5358329351934,-1708.5358329351934,-1708.5358329351934,3196.6452621800986,3196.6452621800986,3196.6452621800986,0.0,0.0,0.0,36391.10602245599
26,2016-07-27,34903.783324827804,18969.14789747548,50344.316290994546,34903.783324827804,34903.783324827804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-695.8493812791687,-695.8493812791687,-695.8493812791687,0.0,0.0,0.0,0.0,0.0,0.0,-4058.650840191561,-4058.650840191561,-4058.650840191561,3362.801458912393,3362.801458912393,3362.801458912393,0.0,0.0,0.0,34207.93394354863
27,2016-07-28,34904.57005644453,21501.521677179127,51523.780630412,34904.57005644453,34904.57005644453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827.2858582041927,1827.2858582041927,1827.2858582041927,0.0,0.0,0.0,0.0,0.0,0.0,-2075.4030989090916,-2075.4030989090916,-2075.4030989090916,3902.688957113284,3902.688957113284,3902.688957113284,0.0,0.0,0.0,36731.855914648724
28,2016-07-29,34905.356788061246,30196.005685803615,58729.666976457826,34905.356788061246,34905.356788061246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9157.479118807223,9157.479118807223,9157.479118807223,0.0,0.0,0.0,0.0,0.0,0.0,4392.637284390356,4392.637284390356,4392.637284390356,4764.841834416868,4764.841834416868,4764.841834416868,0.0,0.0,0.0,44062.835906868466
29,2016-07-31,34906.93025129469,22796.629280478246,52797.76397778328,34906.93025129469,34906.93025129469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3107.73327310763,3107.73327310763,3107.73327310763,0.0,0.0,0.0,0.0,0.0,0.0,-4009.8739964778865,-4009.8739964778865,-4009.8739964778865,7117.607269585516,7117.607269585516,7117.607269585516,0.0,0.0,0.0,38014.66352440232
30,2016-08-01,34907.716982911414,30689.158663505907,61396.84732840015,34907.716982911414,34907.716982911414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11399.917651993115,11399.917651993115,11399.917651993115,0.0,0.0,0.0,0.0,0.0,0.0,2995.114252934226,2995.114252934226,2995.114252934226,8404.80339905889,8404.80339905889,8404.80339905889,0.0,0.0,0.0,46307.63463490453
31,2016-08-04,34910.077177761574,30146.958567513364,60491.6265044728,34910.077177761574,34910.077177761574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9527.53492881211,9527.53492881211,9527.53492881211,0.0,0.0,0.0,0.0,0.0,0.0,-2075.4030989350686,-2075.4030989350686,-2075.4030989350686,11602.938027747176,11602.938027747176,11602.938027747176,0.0,0.0,0.0,44437.61210657368
32,2016-08-05,34910.86390937829,36654.968520099355,66397.55209195716,34910.86390937829,34910.86390937829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16660.137043493574,16660.137043493574,16660.137043493574,0.0,0.0,0.0,0.0,0.0,0.0,4392.637284380267,4392.637284380267,4392.637284380267,12267.499759113307,12267.499759113307,12267.499759113307,0.0,0.0,0.0,51571.000952871866
33,2016-08-06,34911.650640995016,34560.36347531083,64851.01026598395,34911.650640995016,34911.650640995016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15034.303260909657,15034.303260909657,15034.303260909657,0.0,0.0,0.0,0.0,0.0,0.0,2314.917875756284,2314.917875756284,2314.917875756284,12719.385385153377,12719.385385153377,12719.385385153377,0.0,0.0,0.0,49945.95390190467
34,2016-08-07,34912.43737261174,29233.21584809167,59135.89163490336,34912.43737261174,34912.43737261174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8988.635404743425,8988.635404743425,8988.635404743425,0.0,0.0,0.0,0.0,0.0,0.0,-4009.8739964662664,-4009.8739964662664,-4009.8739964662664,12998.509401209694,12998.509401209694,12998.509401209694,0.0,0.0,0.0,43901.07277735516
35,2016-08-08,34913.22410422846,36037.130553287374,66707.75897557527,34913.22410422846,34913.22410422846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16163.7492775157,16163.7492775157,16163.7492775157,0.0,0.0,0.0,0.0,0.0,0.0,2995.1142529453136,2995.1142529453136,2995.1142529453136,13168.635024570396,13168.635024570396,13168.635024570396,0.0,0.0,0.0,51076.97338174416
36,2016-08-09,34914.010835845176,31009.160977070547,60982.393115502244,34914.010835845176,34914.010835845176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11598.953382020332,11598.953382020332,11598.953382020332,0.0,0.0,0.0,0.0,0.0,0.0,-1708.5358329259745,-1708.5358329259745,-1708.5358329259745,13307.489214946312,13307.489214946312,13307.489214946312,0.0,0.0,0.0,46512.964217865505
37,2016-08-10,34914.7975674619,29973.070829320208,59523.355722233675,34914.7975674619,34914.7975674619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9436.234297461335,9436.234297461335,9436.234297461335,0.0,0.0,0.0,0.0,0.0,0.0,-4058.6508402040154,-4058.6508402040154,-4058.6508402040154,13494.88513766535,13494.88513766535,13494.88513766535,0.0,0.0,0.0,44351.031864923236
38,2016-08-11,34915.584299078626,31839.15595835218,62401.188849224534,34915.584299078626,34915.584299078626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11724.878248389994,11724.878248389994,11724.878248389994,0.0,0.0,0.0,0.0,0.0,0.0,-2075.4030988974655,-2075.4030988974655,-2075.4030988974655,13800.281347287462,13800.281347287462,13800.281347287462,0.0,0.0,0.0,46640.46254746862
39,2016-08-12,34916.37103069534,38861.80734365603,67769.34423088262,34916.37103069534,34916.37103069534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18663.9345012423,18663.9345012423,18663.9345012423,0.0,0.0,0.0,0.0,0.0,0.0,4392.6372843829195,4392.6372843829195,4392.6372843829195,14271.297216859379,14271.297216859379,14271.297216859379,0.0,0.0,0.0,53580.30553193764
40,2016-08-13,34917.15776231206,38312.30627511348,67576.77373414228,34917.15776231206,34917.15776231206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17239.53692505348,17239.53692505348,17239.53692505348,0.0,0.0,0.0,0.0,0.0,0.0,2314.917875761022,2314.917875761022,2314.917875761022,14924.619049292458,14924.619049292458,14924.619049292458,0.0,0.0,0.0,52156.69468736554
41,2016-08-16,34919.51795716223,36385.547530268006,67284.64387548588,34919.51795716223,34919.51795716223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15887.618563966991,15887.618563966991,15887.618563966991,0.0,0.0,0.0,0.0,0.0,0.0,-1708.5358329194312,-1708.5358329194312,-1708.5358329194312,17596.154396886428,17596.154396886428,17596.154396886428,0.0,0.0,0.0,50807.13652112922
42,2016-08-17,34920.304688778946,35014.39621735182,64061.925233936156,34920.304688778946,34920.304688778946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14368.107519729014,14368.107519729014,14368.107519729014,0.0,0.0,0.0,0.0,0.0,0.0,-4058.6508401888177,-4058.6508401888177,-4058.6508401888177,18426.758359917832,18426.758359917832,18426.758359917832,0.0,0.0,0.0,49288.41220850796
43,2016-08-18,34921.09142039566,36997.02334962958,65469.7144731556,34921.09142039566,34921.09142039566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16945.5667378972,16945.5667378972,16945.5667378972,0.0,0.0,0.0,0.0,0.0,0.0,-2075.4030989095654,-2075.4030989095654,-2075.4030989095654,19020.96983680677,19020.96983680677,19020.96983680677,0.0,0.0,0.0,51866.65815829286
44,2016-08-19,34921.87815201239,45057.367472836304,74350.33146235853,34921.87815201239,34921.87815201239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23638.514462293744,23638.514462293744,23638.514462293744,0.0,0.0,0.0,0.0,0.0,0.0,4392.637284380803,4392.637284380803,4392.637284380803,19245.87717791293,19245.87717791293,19245.87717791293,0.0,0.0,0.0,58560.39261430613
45,2016-08-20,34922.664887043946,41775.10207293839,71528.51261456335,34922.664887043946,34922.664887043946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21297.912743487897,21297.912743487897,21297.912743487897,0.0,0.0,0.0,0.0,0.0,0.0,2314.917875767965,2314.917875767965,2314.917875767965,18982.99486771993,18982.99486771993,18982.99486771993,0.0,0.0,0.0,56220.57763053184
46,2016-08-21,34923.4516220755,33411.11612420228,63608.31676187244,34923.4516220755,34923.4516220755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14132.689642033534,14132.689642033534,14132.689642033534,0.0,0.0,0.0,0.0,0.0,0.0,-4009.873996469893,-4009.873996469893,-4009.873996469893,18142.56363850343,18142.56363850343,18142.56363850343,0.0,0.0,0.0,49056.141264109036
47,2016-08-22,34924.23835710706,38914.92226718859,69648.98469230132,34924.23835710706,34924.23835710706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19670.633408110403,19670.633408110403,19670.633408110403,0.0,0.0,0.0,0.0,0.0,0.0,2995.114252926536,2995.114252926536,2995.114252926536,16675.519155183865,16675.519155183865,16675.519155183865,0.0,0.0,0.0,54594.87176521747
48,2016-08-23,34925.02509213862,33379.22368010187,61738.38832077668,34925.02509213862,34925.02509213862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12873.1820291778,12873.1820291778,12873.1820291778,0.0,0.0,0.0,0.0,0.0,0.0,-1708.5358329070027,-1708.5358329070027,-1708.5358329070027,14581.717862084803,14581.717862084803,14581.717862084803,0.0,0.0,0.0,47798.207121316416
49,2016-08-24,34925.811827170175,28318.933156775915,57472.21765665935,34925.811827170175,34925.811827170175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7854.7348868505405,7854.7348868505405,7854.7348868505405,0.0,0.0,0.0,0.0,0.0,0.0,-4058.6508401768947,-4058.6508401768947,-4058.6508401768947,11913.385727027437,11913.385727027437,11913.385727027437,0.0,0.0,0.0,42780.54671402072
50,2016-08-25,34926.598562201725,26208.538624668447,55638.79418784407,34926.598562201725,34926.598562201725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6697.85120614128,6697.85120614128,6697.85120614128,0.0,0.0,0.0,0.0,0.0,0.0,-2075.4030989207895,-2075.4030989207895,-2075.4030989207895,8773.25430506207,8773.25430506207,8773.25430506207,0.0,0.0,0.0,41624.44976834301
51,2016-08-26,34927.38529723328,29878.090354779448,59303.79589066538,34927.38529723328,34927.38529723328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9700.052573562602,9700.052573562602,9700.052573562602,0.0,0.0,0.0,0.0,0.0,0.0,4392.6372843691015,4392.6372843691015,4392.6372843691015,5307.415289193496,5307.415289193496,5307.415289193496,0.0,0.0,0.0,44627.43787079588
52,2016-08-27,34928.17203226484,23700.996330470065,52547.36464601262,34928.17203226484,34928.17203226484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4008.415836203982,4008.415836203982,4008.415836203982,0.0,0.0,0.0,0.0,0.0,0.0,2314.9178757359605,2314.9178757359605,2314.9178757359605,1693.4979604680202,1693.4979604680202,1693.4979604680202,0.0,0.0,0.0,38936.58786846882
